row_number,id_match,model,nickname,player,num_invalidos,num_valid_plays,avg_execution_time,win_status,old_raiting,old_RD,new_raiting,new_RD,appearance_order
1,00903ec0-010e-11f0-8c5f-005056c00003,o3-mini,J20,x,0,5,10.55398313999176,0.5,1823.3727957975725,279.93531237634795,1811.8871174380693,240.06057502186115,1
2,00903ec0-010e-11f0-8c5f-005056c00003,o1-mini,J19,o,0,4,11.020938700006807,0.5,1780.3774760932604,278.64189523122224,1789.4986530143783,235.20493537830816,1
27,9ecae874-010e-11f0-a2d5-005056c00003,google/gemini-exp-1206:free,J15,x,0,5,3.945675899973139,0.5,1780.2703786002776,278.671830386781,1762.2544357335241,239.74328635970218,1
23,97ee923b-011d-11f0-a7da-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,x,3,4,37.58691547499621,1.0,1581.3596522578716,312.24177079117374,1734.0932184758617,259.14023455769416,1
28,9ecae874-010e-11f0-a2d5-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,J13,o,0,4,5.584553800028516,0.5,1712.1983431794547,279.40535816134275,1726.7495842265305,235.89889091699087,1
4,0adb4214-010f-11f0-9434-005056c00003,google/gemini-2.0-flash-thinking-exp:free,J12,o,0,4,6.41726352495607,1.0,1613.1289477013986,279.2817567787982,1707.5289636491477,239.81208099465493,1
16,4a9489e0-010f-11f0-b819-005056c00003,deepseek/deepseek-r1:free,J9,o,3,3,28.001377933309413,1.0,1606.9577749057555,277.8040049130251,1700.4366830997621,236.9402743745391,1
17,52f0d703-011f-11f0-952a-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,x,1,5,5.308102620043792,1.0,1498.1500240970431,310.169933945652,1638.3117745351287,262.12293715756164,1
8,3b77fc90-0111-11f0-ada7-005056c00003,google/learnlm-1.5-pro-experimental:free,J16,o,0,3,2.426094700000249,1.0,1513.1307527704523,276.2026802631453,1616.3592835984193,234.69238029565744,1
6,3283b481-0112-11f0-b7c0-005056c00003,meta-llama/llama-3.3-70b-instruct:free,J5,o,0,3,3.716821299982257,1.0,1413.5056994114575,314.80853712592057,1534.342763811263,260.45912490900355,1
24,97ee923b-011d-11f0-a7da-005056c00003,google/gemini-2.0-pro-exp-02-05:free,J11,o,0,3,4.217843000000964,0.0,1606.2571442252558,277.9335238772797,1514.3362446636208,239.11104431512595,1
11,40e30d95-0120-11f0-b839-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,J2,x,1,3,48.45797856668165,1.0,1390.7610689597418,313.635200119948,1513.009100845921,265.17262895305225,1
3,0adb4214-010f-11f0-9434-005056c00003,gpt-4o,J18,x,0,4,2.547814624995226,0.0,1651.858153049663,314.4516702135001,1493.2397669673976,260.736662197824,1
15,4a9489e0-010f-11f0-b819-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,J10,x,0,3,4.556640733305055,0.0,1606.5661026316684,277.60571918232625,1484.1337018585689,238.2382780898131,1
7,3b77fc90-0111-11f0-ada7-005056c00003,google/gemini-2.0-flash-exp:free,J14,x,0,3,2.851676100020996,0.0,1574.694798843161,280.2858683017152,1433.1267112967603,240.32703542540958,1
13,4a817031-0126-11f0-8fc3-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,J7,x,2,3,7.32230683338518,1.0,1256.7239762289696,312.6389504014682,1419.7141202433136,259.41955969556045,1
18,52f0d703-011f-11f0-952a-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,J1,o,3,4,5.743306599964853,0.0,1497.5533201360004,312.85695705434404,1392.132890653062,261.2164498489294,1
5,3283b481-0112-11f0-b7c0-005056c00003,gpt-3.5-turbo-0125,J17,x,0,3,2.738153950020205,0.0,1493.4105878802598,314.6589705375511,1326.0343305571228,266.0585278827593,1
12,40e30d95-0120-11f0-b839-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,J3,o,0,2,4.308398866676725,0.0,1317.993239596039,313.97469763519507,1225.6173817818449,265.4896592253685,1
14,4a817031-0126-11f0-8fc3-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,J8,o,0,2,3.734486450033728,0.0,1310.7789671343612,274.90820818683625,1215.969735297775,236.54477462487387,1
10,3ffb0589-0115-11f0-ae52-005056c00003,o3-mini,J20,o,0,4,8.970051575015532,0.5,1811.8871174380693,240.06057502186115,1807.5456889965185,208.10228172732562,2
9,3ffb0589-0115-11f0-ae52-005056c00003,o1-mini,J19,x,0,5,11.4256573199993,0.5,1789.4986530143783,235.20493537830816,1794.5375998826185,207.3071480744309,2
38,f9057d1e-010f-11f0-93a5-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,o,6,4,60.86743425001623,1.0,1734.0932184758617,259.14023455769416,1788.103058195331,231.67985563625115,2
19,5de4eca2-0116-11f0-bfe8-005056c00003,google/gemini-2.0-flash-thinking-exp:free,J12,x,2,3,6.086529566673562,1.0,1707.5289636491477,239.81208099465493,1765.5529203868537,216.62262711083434,2
25,9a051056-0116-11f0-9a8d-005056c00003,deepseek/deepseek-r1:free,J9,x,0,4,97.55614687499474,1.0,1700.4366830997621,236.9402743745391,1757.011756674428,213.51002634380134,2
32,b71357df-0115-11f0-8d61-005056c00003,google/gemini-exp-1206:free,J15,o,0,4,4.056620949995704,0.5,1762.2544357335241,239.74328635970218,1755.4026140985866,208.00499525591044,2
31,b71357df-0115-11f0-8d61-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,J13,x,3,5,9.203026540018618,0.5,1726.7495842265305,235.89889091699087,1734.7797100395271,207.85047804108345,2
22,6942cfe4-0111-11f0-aac0-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,o,1,4,12.194872749998469,1.0,1638.3117745351287,262.12293715756164,1688.662492150901,236.4635463098239,2
29,b2b3f274-011e-11f0-aca2-005056c00003,google/learnlm-1.5-pro-experimental:free,J16,x,0,5,3.329679540009238,0.5,1616.3592835984193,234.69238029565744,1576.1045934583617,210.6592289923816,2
33,dfe5509f-011f-11f0-b362-005056c00003,meta-llama/llama-3.3-70b-instruct:free,J5,x,0,5,3.6608785999938847,0.5,1534.342763811263,260.45912490900355,1483.8540241246028,231.46390904120148,2
30,b2b3f274-011e-11f0-aca2-005056c00003,google/gemini-2.0-flash-exp:free,J14,o,0,4,2.7500544750364497,0.5,1433.1267112967603,240.32703542540958,1468.33089182161,211.35699036775992,2
37,f9057d1e-010f-11f0-93a5-005056c00003,google/gemini-2.0-pro-exp-02-05:free,J11,x,0,4,3.851990024995757,0.0,1514.3362446636208,239.11104431512595,1457.4783651769658,216.24619555114916,2
20,5de4eca2-0116-11f0-bfe8-005056c00003,gpt-4o,J18,o,1,2,2.5680411999928765,0.0,1493.2397669673976,260.736662197824,1437.940986471203,232.55303321757742,2
26,9a051056-0116-11f0-9a8d-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,J10,o,0,3,2.287649100025495,0.0,1484.1337018585689,238.2382780898131,1436.4709511415704,216.1370976414616,2
39,f93d0d06-0124-11f0-a208-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,J3,x,3,3,4.609769933352557,1.0,1225.6173817818449,265.4896592253685,1421.9943101773756,239.08568031015645,2
40,f93d0d06-0124-11f0-a208-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,J2,o,2,2,51.16144353333706,0.0,1513.009100845921,265.17262895305225,1369.2792538503065,228.01420574957305,2
34,dfe5509f-011f-11f0-b362-005056c00003,gpt-3.5-turbo-0125,J17,o,1,4,0.9472022500121966,0.5,1326.0343305571228,266.0585278827593,1369.2312609330595,230.48197536559815,2
35,e596ae3e-0121-11f0-9f05-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,J8,x,0,4,4.651882000005571,1.0,1215.969735297775,236.54477462487387,1360.5543630700608,213.7525343377624,2
21,6942cfe4-0111-11f0-aac0-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,J1,x,0,4,5.042560825007968,0.0,1392.132890653062,261.2164498489294,1331.3294637979213,233.62864895344933,2
36,e596ae3e-0121-11f0-9f05-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,J7,o,0,3,9.461921049980448,0.0,1419.7141202433136,259.41955969556045,1286.594015152688,221.4180814463559,2
