row_number,id_match,model,nickname,player,num_invalidos,num_valid_plays,avg_execution_time,win_status,old_raiting,old_RD,new_raiting,new_RD,appearance_order
15,7b0ebe29-01d5-11f0-a1c6-005056c00003,o3-mini,J20,x,0,4,15.111172150005586,1.0,1823.3727957975725,270.2431528198604,1858.7020927639946,268.0854023109855,1
30,c73b6b71-01d5-11f0-8838-005056c00003,google/gemini-2.0-flash-thinking-exp:free,J12,o,0,3,7.640426633336271,1.0,1775.1252240518966,267.7924241376932,1811.1911998308615,265.5112356071584,1
16,7b0ebe29-01d5-11f0-a1c6-005056c00003,google/gemini-exp-1206:free,J15,o,0,3,3.171542074996978,0.0,1817.7842614559167,268.3548467014932,1783.6585259579206,266.34368989649784,1
29,c73b6b71-01d5-11f0-8838-005056c00003,o1-mini,J19,x,1,3,6.474579533368039,0.0,1780.3774760932604,269.5349405328379,1744.4397710272158,267.287164426433,1
2,093a9852-01e4-11f0-95eb-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,o,0,3,38.56691326666623,1.0,1688.619043577322,295.41887106450366,1734.9143620804534,291.8601982567393,1
20,83d58b81-01e4-11f0-94f2-005056c00003,gpt-4o,J18,o,0,3,3.4529993000129857,1.0,1654.5502625409283,297.06436134467924,1703.1205385613644,293.1385522453421,1
8,2ebf9f9a-01e5-11f0-a90f-005056c00003,deepseek/deepseek-r1:free,J9,o,0,3,27.4265822666542,1.0,1617.839566646978,266.75364902817125,1657.1264017921476,263.9843465378891,1
1,093a9852-01e4-11f0-95eb-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,J13,x,0,3,10.298887324985117,0.0,1676.3975103133296,269.86852414891496,1638.6570978009331,267.3656012943566,1
7,2ebf9f9a-01e5-11f0-a90f-005056c00003,google/gemini-2.0-flash-exp:free,J14,x,0,3,2.714329833358837,0.0,1615.9409862961645,266.8984490450961,1577.5160625492183,264.26323496586804,1
19,83d58b81-01e4-11f0-94f2-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,x,0,3,8.601310399943033,0.0,1617.9833666022605,291.622403359803,1573.2379914546702,288.27190141725015,1
28,bc9f3073-01df-11f0-bcc0-005056c00003,google/learnlm-1.5-pro-experimental:free,J16,o,0,3,2.2768861666942635,1.0,1477.9839042783371,264.25932910764266,1518.7364833441202,261.2267855511034,1
9,35b62e5e-01e6-11f0-bad0-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,J10,x,0,3,1.793026400031522,1.0,1445.5755487541262,266.0081660305228,1487.14183075218,262.862927695985,1
5,169f5790-01e0-11f0-80b9-005056c00003,gpt-3.5-turbo-0125,J17,x,1,3,1.7220598666463047,1.0,1432.163843384165,295.85910658454014,1485.5410834624392,291.0205116813954,1
27,bc9f3073-01df-11f0-bcc0-005056c00003,google/gemini-2.0-pro-exp-02-05:free,J11,x,0,3,2.7862506333428123,0.0,1526.2047921894866,263.3447094600683,1485.5382996184883,260.3150848398325,1
3,0feb5eb9-01e2-11f0-9e3e-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,J2,x,4,4,30.77483395001036,1.0,1394.676864924759,289.0059860788772,1453.1172592972234,282.9587379704625,1
10,35b62e5e-01e6-11f0-bad0-005056c00003,meta-llama/llama-3.3-70b-instruct:free,J5,o,0,2,3.9552448500180617,0.0,1474.2721535635576,294.0065750498683,1424.1817039255582,289.76225665142573,1
6,169f5790-01e0-11f0-80b9-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,J8,o,0,2,6.395853000033337,0.0,1404.044173606907,257.9970349551239,1365.1530224277317,255.1913478111676,1
11,535b156b-01e0-11f0-ac93-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,J1,x,0,4,2.7013007999630645,1.0,1271.2145485245794,296.8699495495571,1326.3316387420066,291.70196925790253,1
12,535b156b-01e0-11f0-ac93-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,J7,o,1,3,7.941038866643794,0.0,1364.1599212723868,290.69460089113176,1309.9034101057762,285.5835966445322,1
4,0feb5eb9-01e2-11f0-9e3e-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,J3,o,3,3,5.910336466661344,0.0,1201.8719216138256,293.7857304009016,1150.8041756637244,289.3560757818219,1
18,7d35daa7-01e3-11f0-a540-005056c00003,o3-mini,J20,o,0,3,18.52892526669893,1.0,1858.7020927639946,268.0854023109855,1894.7376781152986,265.81111151118495,2
32,c9458f86-01e3-11f0-b588-005056c00003,o1-mini,J19,o,0,3,9.783678766689263,1.0,1744.4397710272158,267.287164426433,1779.7808979526262,265.1027627271184,2
31,c9458f86-01e3-11f0-b588-005056c00003,google/gemini-2.0-flash-thinking-exp:free,J12,x,0,3,6.390590374998283,0.0,1811.1911998308615,265.5112356071584,1775.7250523997614,263.29406399906924,2
23,a03a9e10-01de-11f0-b620-005056c00003,gpt-4o,J18,x,0,3,1.9027539000380784,1.0,1703.1205385613644,293.1385522453421,1750.4511937002576,289.3736023808047,2
17,7d35daa7-01e3-11f0-a540-005056c00003,google/gemini-exp-1206:free,J15,x,0,3,3.402281024988042,0.0,1783.6585259579206,266.34368989649784,1750.033379059545,264.3829822403363,2
25,b463b2f8-01d6-11f0-bf1b-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,x,0,5,30.30772420000285,0.5,1734.9143620804534,291.8601982567393,1734.9143620804534,288.43559194311496,2
39,f6496458-01de-11f0-acca-005056c00003,deepseek/deepseek-r1:free,J9,x,0,4,26.39646340001491,1.0,1657.1264017921476,263.9843465378891,1695.6205790206277,261.3076798184007,2
26,b463b2f8-01d6-11f0-bf1b-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,J13,o,0,4,8.184547850047238,0.5,1638.6570978009331,267.3656012943566,1638.6570978009331,265.0704824225387,2
40,f6496458-01de-11f0-acca-005056c00003,google/gemini-2.0-flash-exp:free,J14,o,0,3,3.2967786749941297,0.0,1577.5160625492183,264.26323496586804,1541.4342668545105,261.94774762952477,2
14,58f87f68-01e6-11f0-8871-005056c00003,gpt-3.5-turbo-0125,J17,o,1,3,1.039257266675122,1.0,1485.5410834624392,291.0205116813954,1539.887744321827,285.89734463217235,2
24,a03a9e10-01de-11f0-b620-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,o,0,2,7.46792759996606,0.0,1573.2379914546702,288.27190141725015,1531.7080348372972,285.38969638171056,2
34,d739f0fd-01e5-11f0-88ce-005056c00003,google/gemini-2.0-pro-exp-02-05:free,J11,o,0,4,2.9378259499790147,1.0,1485.5382996184883,260.3150848398325,1525.275905781839,257.4003745878081,2
