row_number,id_match,model,nickname,player,num_invalidos,num_valid_plays,avg_execution_time,win_status,old_raiting,old_RD,new_raiting,new_RD,appearance_order
12,555e6f4f-fab1-11ef-bc1b-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,J13,o,0,3,6.31586463333224,1.0,1600.0,300.0,1650.1425715247442,295.8377869838098,1
14,6360dfb0-faad-11ef-828e-005056c00003,o3-mini,J20,o,0,3,10.870712633351408,1.0,1600.0,300.0,1650.1425715247442,295.8377869838098,1
3,272dbcff-fab3-11ef-91d3-005056c00003,google/gemini-2.0-flash-exp:free,J14,x,0,3,2.700081700012864,1.0,1600.0,300.0,1648.7535005368402,296.08359412080887,1
15,6771ca07-fac1-11ef-9c01-005056c00003,o1-mini,J19,x,0,4,12.95953109999391,1.0,1600.0,300.0,1648.7535005368402,296.08359412080887,1
7,4845ab44-fab2-11ef-bccc-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,J10,x,4,5,2.586539499997161,0.5,1600.0,300.0,1600.0,296.08359339601753,1
8,4845ab44-fab2-11ef-bccc-005056c00003,google/gemini-2.0-flash-thinking-exp:free,J12,o,1,4,7.4913119499979075,0.5,1600.0,300.0,1600.0,296.08359339601753,1
1,269c3cc7-feba-11ef-a3ca-005056c00003,meta-llama/llama-3.3-70b-instruct:free,J5,x,1,3,4.216081933351234,1.0,1500.0,350.0,1569.5600651405634,342.8736551678411,1
5,368f6b6f-fac0-11ef-8289-005056c00003,gpt-4o,J18,x,0,4,2.598168499993335,1.0,1500.0,350.0,1569.5600651405634,342.8736551678411,1
19,7d127c19-feb5-11ef-a51f-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,x,0,5,23.594024899974464,1.0,1500.0,350.0,1569.5600651405634,342.8736551678411,1
21,7edff50f-fac2-11ef-a475-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,J7,x,1,4,5.284598049998749,1.0,1500.0,350.0,1569.5600651405634,342.8736551678411,1
27,9d49d007-fabb-11ef-a8aa-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,J2,x,0,3,6.154034333322973,1.0,1500.0,350.0,1569.5600651405634,342.8736551678411,1
