id,id_match,player,move,valid,win,model,execution_time,timestamp,board
67e2a42e914e535a3ca2c312,4a199cc3-0976-11f0-86b4-9cb6d0f8066e,x,"['mark', '1', '1']",1,0,google/gemini-2.0-flash-lite-preview-02-05:free,2.3636375998612493,2025-03-25T12:40:14.946000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '2', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['control', 'o']]"
67e2a452914e535a3ca2c314,4a199cc3-0976-11f0-86b4-9cb6d0f8066e,o,"['mark', '2', '2']",1,0,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,32.44909010012634,2025-03-25T12:40:50.528000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['control', 'x']]"
67e2a457914e535a3ca2c316,4a199cc3-0976-11f0-86b4-9cb6d0f8066e,x,"['mark', '1', '2']",1,0,google/gemini-2.0-flash-lite-preview-02-05:free,2.06173269986175,2025-03-25T12:40:55.050000,"[['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['cell', '1', '2', 'x'], ['control', 'o']]"
67e2a465914e535a3ca2c318,4a199cc3-0976-11f0-86b4-9cb6d0f8066e,o,"['mark', '2', '1']",1,0,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,8.40671980008483,2025-03-25T12:41:09.924000,"[['cell', '1', '3', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['cell', '1', '2', 'x'], ['cell', '2', '1', 'o'], ['control', 'x']]"
67e2a46b914e535a3ca2c31a,4a199cc3-0976-11f0-86b4-9cb6d0f8066e,x,"['mark', '1', '3']",1,1,google/gemini-2.0-flash-lite-preview-02-05:free,1.9029119999613613,2025-03-25T12:41:15.883000,"[['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['cell', '1', '2', 'x'], ['cell', '2', '1', 'o'], ['cell', '1', '3', 'x'], ['control', 'o']]"
67e2a478914e535a3ca2c31c,4a199cc3-0976-11f0-86b4-9cb6d0f8066e,o,"['mark', '1', '1']",0,1,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,8.954363999888301,2025-03-25T12:41:28.031000,"[['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['cell', '1', '2', 'x'], ['cell', '2', '1', 'o'], ['cell', '1', '3', 'x'], ['control', 'o']]"
67d44f7a181cda56e86e43ab,902437d0-00eb-11f0-9592-005056c00003,x,"['mark', '2', '2']",1,0,google/gemini-2.0-pro-exp-02-05:free,5.5231679999269545,2025-03-14T15:47:06.999000,"[['cell', '1', '1', 'b'], ['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['control', 'o']]"
67d44f8d181cda56e86e43ad,902437d0-00eb-11f0-9592-005056c00003,o,"['mark', '1', '1']",1,0,deepseek/deepseek-r1:free,14.173503100057133,2025-03-14T15:47:25.805000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['control', 'x']]"
67d44f96181cda56e86e43af,902437d0-00eb-11f0-9592-005056c00003,x,"['mark', '1', '2']",1,0,google/gemini-2.0-pro-exp-02-05:free,3.5764395999722183,2025-03-14T15:47:34.309000,"[['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['control', 'o']]"
67d44fc7181cda56e86e43b1,902437d0-00eb-11f0-9592-005056c00003,o,"['mark', '3', '2']",1,0,deepseek/deepseek-r1:free,39.64542249997612,2025-03-14T15:48:23.469000,"[['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['control', 'x']]"
67d44fcf181cda56e86e43b3,902437d0-00eb-11f0-9592-005056c00003,x,"['mark', '2', '1']",1,0,google/gemini-2.0-pro-exp-02-05:free,3.369908699998632,2025-03-14T15:48:31.279000,"[['cell', '1', '3', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['control', 'o']]"
67d44fea181cda56e86e43b5,902437d0-00eb-11f0-9592-005056c00003,o,"['mark', '2', '3']",1,0,deepseek/deepseek-r1:free,18.944340000045486,2025-03-14T15:48:58.769000,"[['cell', '1', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['cell', '2', '3', 'o'], ['control', 'x']]"
67d44ff2181cda56e86e43b7,902437d0-00eb-11f0-9592-005056c00003,x,"['mark', '3', '1']",1,0,google/gemini-2.0-pro-exp-02-05:free,3.4121805999893695,2025-03-14T15:49:06.891000,"[['cell', '1', '3', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['cell', '2', '3', 'o'], ['cell', '3', '1', 'x'], ['control', 'o']]"
67d45069181cda56e86e43b9,902437d0-00eb-11f0-9592-005056c00003,o,['Invalid move format'],0,0,deepseek/deepseek-r1:free,112.4457949999487,2025-03-14T15:51:05.279000,"[['cell', '1', '3', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['cell', '2', '3', 'o'], ['cell', '3', '1', 'x'], ['control', 'o']]"
67d450da181cda56e86e43bb,902437d0-00eb-11f0-9592-005056c00003,o,"[""MOVE OR STEP with this format ['mark', '1', 'N'] - list format in python""]",0,0,deepseek/deepseek-r1:free,107.46062899997924,2025-03-14T15:52:58.930000,"[['cell', '1', '3', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['cell', '2', '3', 'o'], ['cell', '3', '1', 'x'], ['control', 'o']]"
67d45141181cda56e86e43bd,902437d0-00eb-11f0-9592-005056c00003,o,"['mark', '3', '3']",1,0,deepseek/deepseek-r1:free,98.79612850002013,2025-03-14T15:54:41.448000,"[['cell', '1', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['cell', '2', '3', 'o'], ['cell', '3', '1', 'x'], ['cell', '3', '3', 'o'], ['control', 'x']]"
67d45148181cda56e86e43bf,902437d0-00eb-11f0-9592-005056c00003,x,"['mark', '1', '3']",1,0,google/gemini-2.0-pro-exp-02-05:free,3.7075858000898734,2025-03-14T15:54:48.589000,"[['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['cell', '2', '3', 'o'], ['cell', '3', '1', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '3', 'x'], ['control', 'o']]"
67d4514c181cda56e86e43c1,902437d0-00eb-11f0-9592-005056c00003,o,['[]'],0,0,deepseek/deepseek-r1:free,1.7854619999416173,2025-03-14T15:54:52.878000,"[['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['cell', '2', '3', 'o'], ['cell', '3', '1', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '3', 'x'], ['control', 'o']]"
67d44ef1b8a23ddf0d27e997,3db5f26d-00eb-11f0-8112-005056c00003,x,"['mark', '2', '2']",1,0,google/gemini-2.0-flash-thinking-exp:free,5.692039199988358,2025-03-14T15:44:49.439000,"[['cell', '1', '1', 'b'], ['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['control', 'o']]"
67d44ef8b8a23ddf0d27e999,3db5f26d-00eb-11f0-8112-005056c00003,o,"['mark', '1', '1']",1,0,google/gemini-exp-1206:free,3.370114400051534,2025-03-14T15:44:56.859000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['control', 'x']]"
67d44f09b8a23ddf0d27e99b,3db5f26d-00eb-11f0-8112-005056c00003,x,"['mark', '3', '1']",1,0,google/gemini-2.0-flash-thinking-exp:free,11.998047899920493,2025-03-14T15:45:13.739000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '3', '1', 'x'], ['control', 'o']]"
67d44f0fb8a23ddf0d27e99d,3db5f26d-00eb-11f0-8112-005056c00003,o,"['mark', '1', '3']",1,0,google/gemini-exp-1206:free,2.2650477999122813,2025-03-14T15:45:19.869000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '3', '1', 'x'], ['cell', '1', '3', 'o'], ['control', 'x']]"
67d44f19b8a23ddf0d27e99f,3db5f26d-00eb-11f0-8112-005056c00003,x,"['mark', '3', '3']",1,0,google/gemini-2.0-flash-thinking-exp:free,4.41492690006271,2025-03-14T15:45:29.049000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '3', '1', 'x'], ['cell', '1', '3', 'o'], ['cell', '3', '3', 'x'], ['control', 'o']]"
67d44f1fb8a23ddf0d27e9a1,3db5f26d-00eb-11f0-8112-005056c00003,o,"['mark', '1', '2']",1,1,google/gemini-exp-1206:free,2.5934663000516593,2025-03-14T15:45:35.721000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '3', '1', 'x'], ['cell', '1', '3', 'o'], ['cell', '3', '3', 'x'], ['cell', '1', '2', 'o'], ['control', 'x']]"
67d44f33b8a23ddf0d27e9a3,3db5f26d-00eb-11f0-8112-005056c00003,x,"['mark', '1', '2']",0,1,google/gemini-2.0-flash-thinking-exp:free,15.307318799896166,2025-03-14T15:45:55.449000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '3', '1', 'x'], ['cell', '1', '3', 'o'], ['cell', '3', '3', 'x'], ['cell', '1', '2', 'o'], ['control', 'x']]"
67d465a64e1103e60c468904,c7df60cc-00f8-11f0-b966-005056c00003,x,"['mark', '2', '2']",1,0,google/gemini-2.0-flash-thinking-exp-1219:free,4.451282600057311,2025-03-14T17:21:42.754000,"[['cell', '1', '1', 'b'], ['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['control', 'o']]"
67d465b44e1103e60c468906,c7df60cc-00f8-11f0-b966-005056c00003,o,"['mark', '1', '1']",1,0,o3-mini,9.022373299929313,2025-03-14T17:21:56.247000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['control', 'x']]"
67d465be4e1103e60c468908,c7df60cc-00f8-11f0-b966-005056c00003,x,"['mark', '1', '3']",1,0,google/gemini-2.0-flash-thinking-exp-1219:free,5.218664899934083,2025-03-14T17:22:06.157000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['control', 'o']]"
67d465cc4e1103e60c46890a,c7df60cc-00f8-11f0-b966-005056c00003,o,"['mark', '3', '1']",1,0,o3-mini,9.408060800051317,2025-03-14T17:22:20.627000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '1', 'o'], ['control', 'x']]"
67d465de4e1103e60c46890c,c7df60cc-00f8-11f0-b966-005056c00003,x,"['mark', '2', '3']",1,0,google/gemini-2.0-flash-thinking-exp-1219:free,11.62969799991697,2025-03-14T17:22:38.763000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '1', 'o'], ['cell', '2', '3', 'x'], ['control', 'o']]"
67d465f34e1103e60c46890e,c7df60cc-00f8-11f0-b966-005056c00003,o,"['mark', '3', '3']",1,0,o3-mini,15.466648799949326,2025-03-14T17:22:59.737000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '1', 'o'], ['cell', '2', '3', 'x'], ['cell', '3', '3', 'o'], ['control', 'x']]"
67d465fc4e1103e60c468910,c7df60cc-00f8-11f0-b966-005056c00003,x,"['mark', '1', '2']",1,0,google/gemini-2.0-flash-thinking-exp-1219:free,4.558523200103082,2025-03-14T17:23:08.337000,"[['cell', '2', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '1', 'o'], ['cell', '2', '3', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '2', 'x'], ['control', 'o']]"
67d466134e1103e60c468912,c7df60cc-00f8-11f0-b966-005056c00003,o,"['mark', '3', '2']",1,1,o3-mini,19.735245499992743,2025-03-14T17:23:31.957000,"[['cell', '2', '1', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '1', 'o'], ['cell', '2', '3', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['control', 'x']]"
67d466274e1103e60c468914,c7df60cc-00f8-11f0-b966-005056c00003,x,"['mark', '2', '1']",1,0,google/gemini-2.0-flash-thinking-exp-1219:free,15.235334999975748,2025-03-14T17:23:51.199000,"[['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '1', 'o'], ['cell', '2', '3', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '2', '1', 'x'], ['control', 'o']]"
67d4690411fe43dd6743ea27,c9452158-00fa-11f0-ab23-005056c00003,x,"['mark', '1', '1']",1,0,google/gemini-2.0-flash-exp:free,4.460114200017415,2025-03-14T17:36:04.741000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '2', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['control', 'o']]"
67d4690e11fe43dd6743ea29,c9452158-00fa-11f0-ab23-005056c00003,o,"['mark', '2', '2']",1,0,o1-mini,5.260544199962169,2025-03-14T17:36:14.327000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['control', 'x']]"
