id_match,model,player,num_invalidos,avg_execution_time,num_valid_plays,win_status
25dd10ac-00f1-11f0-af13-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,x,1,3.8450060250179376,3,0
25dd10ac-00f1-11f0-af13-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,o,1,32.5892067666864,3,1
3db5f26d-00eb-11f0-8112-005056c00003,google/gemini-2.0-flash-thinking-exp:free,x,0,7.36833799999052,3,0
3db5f26d-00eb-11f0-8112-005056c00003,google/gemini-exp-1206:free,o,0,2.742876166671825,3,1
3eb5d17e-00f7-11f0-9852-005056c00003,o1-mini,x,0,10.271551100013312,4,1
3eb5d17e-00f7-11f0-9852-005056c00003,google/gemini-2.0-flash-exp:free,o,0,2.9890749666374177,3,0
41e388b8-00f9-11f0-ad15-005056c00003,meta-llama/llama-3.3-70b-instruct:free,x,0,4.021131674991921,3,0
41e388b8-00f9-11f0-ad15-005056c00003,gpt-4o,o,0,4.29902220001289,3,1
4a199cc3-0976-11f0-86b4-9cb6d0f8066e,google/gemini-2.0-flash-lite-preview-02-05:free,x,0,2.10942743322812,3,1
4a199cc3-0976-11f0-86b4-9cb6d0f8066e,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,o,0,20.427904950105585,2,0
4f8b3cbb-00fb-11f0-961f-005056c00003,o3-mini,x,0,9.238032099994598,4,1
4f8b3cbb-00fb-11f0-961f-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,o,0,7.591267924988642,3,0
63c1a4cf-00f5-11f0-93c0-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,x,0,3.9538639500096906,3,0
63c1a4cf-00f5-11f0-93c0-005056c00003,google/learnlm-1.5-pro-experimental:free,o,0,2.737950800025525,3,1
77ab0516-0977-11f0-8a3b-9cb6d0f8066e,gpt-3.5-turbo-0125,x,0,1.3046138000208884,3,0
77ab0516-0977-11f0-8a3b-9cb6d0f8066e,cognitivecomputations/dolphin3.0-mistral-24b:free,o,2,3.2290413666826985,3,1
7abc415f-00f6-11f0-bba3-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,x,1,4.4233982500154525,4,1
7abc415f-00f6-11f0-bba3-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,o,0,9.795488300034776,3,0
7dc2bad6-00f0-11f0-8aa4-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,x,0,30.375910525006475,4,1
7dc2bad6-00f0-11f0-8aa4-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,o,2,3.9302898667131863,3,0
7f4a7682-00ea-11f0-bff6-005056c00003,google/gemini-exp-1206:free,x,0,1.9950702749774791,4,1
7f4a7682-00ea-11f0-bff6-005056c00003,google/gemini-2.0-flash-thinking-exp:free,o,0,4.790499149996322,3,0
8b9a40da-00ed-11f0-9268-005056c00003,deepseek/deepseek-r1:free,x,0,43.73553097501281,4,1
8b9a40da-00ed-11f0-9268-005056c00003,google/gemini-2.0-pro-exp-02-05:free,o,0,4.0621279750193935,3,0
902437d0-00eb-11f0-9592-005056c00003,google/gemini-2.0-pro-exp-02-05:free,x,0,3.9178565399954097,5,1
902437d0-00eb-11f0-9592-005056c00003,deepseek/deepseek-r1:free,o,2,42.88984852502472,4,0
9d140e58-09a3-11f0-924f-9cb6d0f8066e,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,x,0,42.08978496670412,3,0
9d140e58-09a3-11f0-924f-9cb6d0f8066e,google/gemini-2.0-flash-lite-preview-02-05:free,o,2,1.9905526998918504,3,1
a97fcd6b-00f7-11f0-909b-005056c00003,gpt-4o,x,0,1.531954766678003,3,1
a97fcd6b-00f7-11f0-909b-005056c00003,meta-llama/llama-3.3-70b-instruct:free,o,0,3.2274030999979004,2,0
c1920d7f-0977-11f0-949e-9cb6d0f8066e,cognitivecomputations/dolphin3.0-mistral-24b:free,x,1,3.212278774997685,4,0
c1920d7f-0977-11f0-949e-9cb6d0f8066e,gpt-3.5-turbo-0125,o,0,2.1800579500268213,4,1
c7df60cc-00f8-11f0-b966-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,x,0,8.21870073999744,4,0
c7df60cc-00f8-11f0-b966-005056c00003,o3-mini,o,0,13.408082099980675,4,1
c9452158-00fa-11f0-ab23-005056c00003,google/gemini-2.0-flash-exp:free,x,0,3.8345072000229266,3,0
c9452158-00fa-11f0-ab23-005056c00003,o1-mini,o,0,6.3261208666566136,3,1
ca60bea5-00f1-11f0-a4ac-005056c00003,google/learnlm-1.5-pro-experimental:free,x,0,4.240864000011546,3,1
ca60bea5-00f1-11f0-a4ac-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,o,0,5.890456499997526,2,0
de5ff434-00f5-11f0-befd-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,x,0,16.818824619962832,4,0
de5ff434-00f5-11f0-befd-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,o,0,6.971874375041807,4,1
