row_number,id_match,model,nickname,player,num_invalidos,num_valid_plays,avg_execution_time,win_status,old_raiting,old_RD,new_raiting,new_RD,appearance_order
27,cff300fd-0673-11f0-84c4-005056c00003,o3-mini,J20,x,0,3,6.228691966666399,1.0,1994.962352442497,257.7697422012161,2027.6951286108756,255.86054436627614,1
7,2744b5fd-0674-11f0-b51f-005056c00003,o1-mini,J19,x,0,4,10.29902694999987,1.0,1780.6778806703178,257.6991014513668,1813.495434380659,255.77812472928014,1
11,4137478d-0675-11f0-aff1-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,J13,x,3,4,6.781223125000224,1.0,1746.3723197546997,255.7397161247577,1779.5772446563133,253.75119143006734,1
28,cff300fd-0673-11f0-84c4-005056c00003,google/gemini-2.0-flash-thinking-exp:free,J12,o,0,2,8.007182400000602,0.0,1786.195122995145,255.72453175717607,1757.611328148039,254.3151387354403,1
8,2744b5fd-0674-11f0-b51f-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,o,0,3,47.3078849333336,0.0,1780.2536447251816,277.27983930006155,1743.0151470010662,274.9183984615277,1
31,e91da851-0675-11f0-a8d6-005056c00003,google/gemini-2.0-pro-exp-02-05:free,J11,x,2,3,6.46870566666621,1.0,1671.271995303868,247.44620468447903,1704.5079368944712,245.3833597816776,1
12,4137478d-0675-11f0-aff1-005056c00003,deepseek/deepseek-r1:free,J9,o,1,3,35.19959823333344,0.0,1730.166516561398,252.28266601069868,1698.6790318816866,250.49511949625966,1
14,4194ccb5-0676-11f0-ae21-005056c00003,google/learnlm-1.5-pro-experimental:free,J16,o,0,4,3.499391349999769,1.0,1565.2717236346357,245.22357494146013,1599.246737158289,243.0348387239658,1
26,bb44a634-067d-11f0-a9ec-005056c00003,google/gemini-2.0-flash-exp:free,J14,o,0,3,4.438066033332386,1.0,1550.6707785393437,251.7888458555713,1587.3730924443494,249.2575972691857,1
32,e91da851-0675-11f0-a8d6-005056c00003,google/gemini-exp-1206:free,J15,o,0,2,9.475170899999284,0.0,1612.5186691144177,255.9612639954934,1578.789967953802,253.90302828600363,1
5,1cfddf71-0679-11f0-bf90-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,J2,x,1,3,39.38612216666661,1.0,1504.9514807026133,256.1704065816003,1554.7442862334126,251.29918023440828,1
13,4194ccb5-0676-11f0-ae21-005056c00003,gpt-4o,J18,x,0,4,1.9060428499997213,0.0,1587.8072529762026,278.2329589629377,1544.849453428873,275.0103533475493,1
25,bb44a634-067d-11f0-a9ec-005056c00003,gpt-3.5-turbo-0125,J17,x,0,3,1.0804976499998702,0.0,1543.8135370126538,271.49139190864986,1502.5086760070412,268.4562476242571,1
3,04dcda1f-067e-11f0-a9fc-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,J10,x,0,3,3.248236533333208,1.0,1446.110117791838,247.27318293306507,1489.8832968508357,243.45957740843687,1
9,3e4ee0f3-067e-11f0-8e2e-005056c00003,meta-llama/llama-3.3-70b-instruct:free,J5,x,0,3,14.49277203333319,1.0,1386.227263600974,270.75265125108075,1430.1392497276913,267.27117517004683,1
10,3e4ee0f3-067e-11f0-8e2e-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,o,0,2,4.193833950001135,0.0,1441.2597256643282,271.4685200174927,1396.8124486497109,267.9035648845987,1
2,014476c7-0678-11f0-a810-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,J8,o,1,3,5.097724333333948,1.0,1327.2164313992596,241.0973521151992,1365.2206567244093,238.23210677768748,1
1,014476c7-0678-11f0-a810-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,J7,x,5,3,10.151437050000368,0.0,1362.25333439744,264.16992513151047,1317.1779149467632,260.3839998750448,1
4,04dcda1f-067e-11f0-a9fc-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,J1,o,0,2,2.040569650001089,0.0,1186.9069321610266,271.9457639251158,1143.928812417454,268.64009653958993,1
6,1cfddf71-0679-11f0-bf90-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,J3,o,0,2,2.639161400000376,0.0,1106.2041158943357,270.4705533985866,1065.2999145995843,267.48783942848314,1
36,f2c10bac-0679-11f0-a72b-005056c00003,o3-mini,J20,o,0,4,12.703353674999562,0.0,2027.6951286108756,255.86054436627614,1995.4316152029976,253.9985307446835,2
18,7bbd75d4-067a-11f0-96ba-005056c00003,o1-mini,J19,o,0,3,6.654663233333243,1.0,1813.495434380659,255.77812472928014,1847.1420471437996,253.7296410668681,2
35,f2c10bac-0679-11f0-a72b-005056c00003,google/gemini-2.0-flash-thinking-exp:free,J12,x,1,5,15.889083639999807,1.0,1757.611328148039,254.3151387354403,1785.8853602062409,252.93337751145663,2
34,ebc3bf35-067a-11f0-9566-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,J13,o,2,3,9.82984940000036,0.0,1779.5772446563133,253.75119143006734,1746.8694494355257,251.8137192199246,2
38,f5b43cd1-067f-11f0-bfd8-005056c00003,google/gemini-2.0-pro-exp-02-05:free,J11,o,0,3,4.380487933333522,1.0,1704.5079368944712,245.3833597816776,1738.511232879548,243.192012085271,2
33,ebc3bf35-067a-11f0-9566-005056c00003,deepseek/deepseek-r1:free,J9,x,0,4,29.40154187500002,1.0,1698.6790318816866,250.49511949625966,1729.729562602905,248.7509785933991,2
17,7bbd75d4-067a-11f0-96ba-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,x,0,3,23.758408966667048,0.0,1743.0151470010662,274.9183984615277,1706.3959579519228,272.6227474794357,2
21,829ad2f4-067d-11f0-a4e7-005056c00003,google/learnlm-1.5-pro-experimental:free,J16,x,0,5,3.786384739999994,1.0,1599.246737158289,243.0348387239658,1632.6306332358874,240.9113295061596,2
29,da34b89f-0676-11f0-82f6-005056c00003,google/gemini-2.0-flash-exp:free,J14,x,0,4,2.8939177749998635,1.0,1587.3730924443494,249.2575972691857,1623.3580119089459,246.8095437435114,2
40,fba2037f-067e-11f0-83f8-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,J2,o,1,4,32.776144475000365,0.5,1554.7442862334126,251.29918023440828,1554.7442862334126,246.3754944389582,2
37,f5b43cd1-067f-11f0-bfd8-005056c00003,google/gemini-exp-1206:free,J15,x,0,3,4.317298925000159,0.0,1578.789967953802,253.90302828600363,1545.5912615248485,251.90028156411543,2
16,430a011a-0677-11f0-a90f-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,J10,o,0,3,2.3827063666667527,1.0,1489.8832968508357,243.45957740843687,1535.1858415838237,239.27511628922966,2
22,829ad2f4-067d-11f0-a4e7-005056c00003,gpt-4o,J18,o,0,4,2.275953449999633,0.0,1544.849453428873,275.0103533475493,1504.4500281367557,272.1588652921756,2
20,7f1fb8c1-0677-11f0-b4ae-005056c00003,meta-llama/llama-3.3-70b-instruct:free,J5,o,0,3,5.921722366666775,1.0,1430.1392497276913,267.27117517004683,1475.447018512113,263.49038319955696,2
30,da34b89f-0676-11f0-82f6-005056c00003,gpt-3.5-turbo-0125,J17,o,3,3,1.2255606666664487,0.0,1502.5086760070412,268.4562476242571,1463.7660787025045,265.78905947744204,2
23,9def41ac-067e-11f0-bb75-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,J8,x,0,5,4.580566140000156,0.5,1365.2206567244093,238.23210677768748,1365.2206567244093,235.47689641767676,2
19,7f1fb8c1-0677-11f0-b4ae-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,x,0,3,4.815688024999872,0.0,1396.8124486497109,267.9035648845987,1353.4921065047176,264.4854903895222,2
24,9def41ac-067e-11f0-bb75-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,J7,o,3,4,4.1484756750001,0.5,1317.1779149467632,260.3839998750448,1317.1779149467632,256.96273951390754,2
